B+ Execution Time (ms),B Execution Time (ms),B+ Avg Score,B Avg Score,B+ Max Score,B Max Score,Number of Operators,File
2773.4084129333496,2739.323139190674,0.9679924242424243,0.9679924242424243,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1068/question/5.xml
93.75977516174316,109.36784744262695,0.6070532043375475,0.6070532043375475,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1068/question/6.xml
124.93395805358887,142.0273780822754,0.5007765163834045,0.5007765163834045,1,1,9,./../../Downloads/dataset_full/dataset_full/math/106964/question/0.xml
124.99737739562988,140.62809944152832,0.8888888888888888,0.8888888888888888,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1070330/question/0.xml
109.3757152557373,126.32513046264648,0.73125,0.73125,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1070330/question/1.xml
249.9980926513672,250.88000297546387,0.9709595959595959,0.9709595959595959,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1070575/question/6.xml
626.3601779937744,578.7918567657471,0.8745833333333333,0.8745833333333333,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1076177/question/0.xml
610.438346862793,594.0613746643066,0.84525,0.84525,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1076177/question/1.xml
594.7940349578857,594.8042869567871,0.7891507024265645,0.7891507024265645,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1076177/question/2.xml
594.9313640594482,581.8710327148438,0.7612803320561942,0.7612803320561942,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1076177/question/3.xml
109.50255393981934,140.63143730163574,0.5296630988218853,0.5296630988218853,1,1,9,./../../Downloads/dataset_full/dataset_full/math/107931/question/2.xml
109.36689376831055,140.62905311584473,0.5236514326295006,0.5236514326295006,1,1,9,./../../Downloads/dataset_full/dataset_full/math/107931/question/3.xml
157.16242790222168,156.2488079071045,0.8104651834208485,0.8104651834208485,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1080016/question/2.xml
360.2437973022461,343.74547004699707,0.7053518013906338,0.7053518013906338,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1080016/question/3.xml
611.63330078125,614.7541999816895,0.7378981741699323,0.7378981741699323,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1080016/question/4.xml
2128.7617683410645,2129.894971847534,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1080016/question/5.xml
2144.6027755737305,2130.1345825195312,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1080016/question/6.xml
2128.6673545837402,2132.746934890747,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1080016/question/7.xml
344.0549373626709,375.0033378601074,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1081020/question/1.xml
117.34342575073242,134.7198486328125,0.7238195346650833,0.7238195346650833,1,1,7,./../../Downloads/dataset_full/dataset_full/math/1081020/question/5.xml
109.37023162841797,140.63191413879395,0.7033587810693999,0.7033587810693999,1,1,7,./../../Downloads/dataset_full/dataset_full/math/1081020/question/6.xml
124.99856948852539,95.1530933380127,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1081020/question/7.xml
109.37690734863281,93.74499320983887,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1081020/question/8.xml
393.3882713317871,377.67529487609863,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1081364/question/0.xml
250.14042854309082,281.2464237213135,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1081364/question/1.xml
532.2346687316895,516.972541809082,0.5654972528270275,0.5654972528270275,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1081364/question/2.xml
156.6939353942871,203.1245231628418,0.5215112402484475,0.5215112402484475,1,1,13,./../../Downloads/dataset_full/dataset_full/math/1081364/question/3.xml
157.89532661437988,156.3715934753418,0.6280966822382962,0.6280966822382962,1,1,7,./../../Downloads/dataset_full/dataset_full/math/1081364/question/4.xml
